5 25
L0;Fourth Floor
T0;L0;Sewage;Plumber;4;12,00;2;*
T1;L0;Electricity;Electrician;2;6,00;4;L0=T0
T2;L0;Glass Installation;Glazier;2;7,00;2;L0=T1
T3;L0;Interior Walls;Painter;4;9,50;3;L0=T2
T4;L0;Insulation;Insulation Worker;4;6,50;3;L0=T3
L1;Fourth Floor
T0;L1;Sewage;Plumber;4;12,00;2;L0=T0
T1;L1;Electricity;Electrician;2;6,00;4;L1=T0
T2;L1;Glass Installation;Glazier;2;7,00;2;L1=T1
T3;L1;Interior Walls;Painter;4;9,50;3;L1=T2
T4;L1;Insulation;Insulation Worker;4;6,50;3;L1=T3
L2;Fourth Floor
T0;L2;Sewage;Plumber;4;12,00;2;L1=T0
T1;L2;Electricity;Electrician;2;6,00;4;L2=T0
T2;L2;Glass Installation;Glazier;2;7,00;2;L2=T1
T3;L2;Interior Walls;Painter;4;9,50;3;L2=T2
T4;L2;Insulation;Insulation Worker;4;6,50;3;L2=T3
L3;Fourth Floor
T0;L3;Sewage;Plumber;4;12,00;2;*
T1;L3;Electricity;Electrician;2;6,00;4;L3=T0
T2;L3;Glass Installation;Glazier;2;7,00;2;L3=T1,L2=T2
T3;L3;Interior Walls;Painter;4;9,50;3;L3=T2
T4;L3;Insulation;Insulation Worker;4;6,50;3;L3=T3
L4;Fourth Floor
T0;L4;Sewage;Plumber;4;12,00;2;L3=T0
T1;L4;Electricity;Electrician;2;6,00;4;L4=T0
T2;L4;Glass Installation;Glazier;2;7,00;2;L4=T1
T3;L4;Interior Walls;Painter;4;9,50;3;L4=T2
T4;L4;Insulation;Insulation Worker;4;6,50;3;L4=T3
