5 25
L0;Fourth Floor
T0;L0;Flooring;FlooringInstaller;3;10,50;2;*
T1;L0;Glass Installation;Glazier;2;7,00;2;L0=T0
T2;L0;Flooring;FlooringInstaller;3;10,50;2;L0=T1
T3;L0;Heating/AC;HVACTech;2;9,00;4;L0=T2
T4;L0;Heating/AC;HVACTech;2;9,00;4;L0=T3
L1;First Floor
T0;L1;Flooring;FlooringInstaller;3;10,50;2;L0=T0
T1;L1;Glass Installation;Glazier;2;7,00;2;L1=T0
T2;L1;Flooring;FlooringInstaller;3;10,50;2;L1=T1
T3;L1;Heating/AC;HVACTech;2;9,00;4;L1=T2
T4;L1;Heating/AC;HVACTech;2;9,00;4;L1=T3
L2;First Floor
T0;L2;Flooring;FlooringInstaller;3;10,50;2;L1=T0
T1;L2;Glass Installation;Glazier;2;7,00;2;L2=T0
T2;L2;Flooring;FlooringInstaller;3;10,50;2;L2=T1
T3;L2;Heating/AC;HVACTech;2;9,00;4;L2=T2
T4;L2;Heating/AC;HVACTech;2;9,00;4;L2=T3
L3;Ground Level
T0;L3;Flooring;FlooringInstaller;3;10,50;2;*
T1;L3;Glass Installation;Glazier;2;7,00;2;L3=T0
T2;L3;Flooring;FlooringInstaller;3;10,50;2;L3=T1,L2=T2
T3;L3;Heating/AC;HVACTech;2;9,00;4;L3=T2
T4;L3;Heating/AC;HVACTech;2;9,00;4;L3=T3
L4;First Floor
T0;L4;Flooring;FlooringInstaller;3;10,50;2;L3=T0
T1;L4;Glass Installation;Glazier;2;7,00;2;L4=T0
T2;L4;Flooring;FlooringInstaller;3;10,50;2;L4=T1
T3;L4;Heating/AC;HVACTech;2;9,00;4;L4=T2
T4;L4;Heating/AC;HVACTech;2;9,00;4;L4=T3
