5
L0;Fourth Floor
T0;L0;Wood Framing;Carpenter;3;6,00;0;*
T1;L0;Wood Framing;Carpenter;1;6,00;0;T0
T2;L0;Heating/AC;HVAC Tech;1;4,00;1;T1
T3;L0;Interior Walls;Painter;2;4,50;1;T2
T4;L0;Sewage;Plumber;2;6,00;1;T3
T5;L0;Wood Framing;Carpenter;1;6,00;0;T4
T6;L0;Electricity;Electrician;3;3,00;0;T5
T7;L0;Flooring;Flooring Installer;3;6,50;0;T6
T8;L0;Sewage;Plumber;5;6,00;2;T7
T9;L0;Glass Installation;Glazier;3;4,00;1;T8
L1;Second Floor
T0;L1;Wood Framing;Carpenter;5;6,00;0;*
T1;L1;Sewage;Plumber;3;6,00;0;T0
T2;L1;Sewage;Plumber;5;6,00;4;T1
T3;L1;Insulation;Insulation Worker;1;3,50;2;T2
T4;L1;Heating/AC;HVAC Tech;1;4,00;0;T3
T5;L1;Piping;Roofing Mechanic;5;4,00;1;T4
T6;L1;Flooring;Flooring Installer;4;6,50;0;T5
T7;L1;Electricity;Electrician;3;3,00;0;T6
T8;L1;Wood Framing;Carpenter;2;6,00;0;T7
T9;L1;Sewage;Plumber;2;6,00;1;T8
L2;Third Floor
T0;L2;Flooring;Flooring Installer;4;6,50;2;*
T1;L2;Finishing;Cement/Concrete Finisher;4;4,00;0;T0
T2;L2;Interior Walls;Painter;2;4,50;3;T1
T3;L2;Electricity;Electrician;1;3,00;1;T2
T4;L2;Insulation;Insulation Worker;2;3,50;1;T3
T5;L2;Flooring;Flooring Installer;2;6,50;2;T4
T6;L2;Finishing;Cement/Concrete Finisher;3;4,00;0;T5
T7;L2;Electricity;Electrician;1;3,00;0;T6
T8;L2;Interior Walls;Painter;3;4,50;0;T7
T9;L2;Flooring;Flooring Installer;2;6,50;2;T8
L3;Fourth Floor
T0;L3;Electricity;Electrician;1;3,00;1;*
T1;L3;Glass Installation;Glazier;4;4,00;3;T0
T2;L3;Finishing;Cement/Concrete Finisher;4;4,00;2;T1
T3;L3;Flooring;Flooring Installer;5;6,50;1;T2
T4;L3;Wood Framing;Carpenter;1;6,00;3;T3
T5;L3;Flooring;Flooring Installer;4;6,50;0;T4
T6;L3;Finishing;Cement/Concrete Finisher;5;4,00;1;T5
T7;L3;Glass Installation;Glazier;4;4,00;1;T6
T8;L3;Finishing;Cement/Concrete Finisher;2;4,00;0;T7
T9;L3;Sewage;Plumber;3;6,00;0;T8
L4;Fourth Floor
T0;L4;Flooring;Flooring Installer;3;6,50;0;*
T1;L4;Wood Framing;Carpenter;5;6,00;0;T0
T2;L4;Flooring;Flooring Installer;3;6,50;0;T1
T3;L4;Glass Installation;Glazier;1;4,00;1;T2
T4;L4;Finishing;Cement/Concrete Finisher;4;4,00;0;T3
T5;L4;Interior Walls;Painter;5;4,50;1;T4
T6;L4;Insulation;Insulation Worker;3;3,50;0;T5
T7;L4;Electricity;Electrician;2;3,00;2;T6
T8;L4;Sewage;Plumber;1;6,00;1;T7
T9;L4;Wood Framing;Carpenter;2;6,00;0;T8
10
Insulation Worker;3
Painter;4
Roofing Mechanic;1
Cement/Concrete Finisher;6
Plumber;7
Flooring Installer;9
Electrician;6
Glazier;4
HVAC Tech;2
Carpenter;8
